DATE,OPEN,HIGH,LOW,CLOSE,MONTH,YEAR
2022-05-17,401.2828087029515,403.2964863187299,397.38378034684496,403.0497131347656,5,2022
2022-05-18,398.29186588058946,398.587981612443,385.50900460397264,386.8020935058594,5,2022
2022-05-19,383.60395123508613,389.0527220901314,382.11343165355345,384.43310546875,5,2022
2022-05-20,388.1741922746032,391.9054013603058,375.62825288009066,384.6009216308594,5,2022
2022-05-23,387.7596088641358,392.59638715288304,385.34124984344055,391.7968444824219,5,2022
2022-05-24,387.4930886257526,390.0496549767314,381.96536375600084,388.8059387207031,5,2022
2022-05-25,387.2463410977572,394.2941975510683,386.8317790261971,392.24102783203125,5,2022
2022-05-26,393.52427217895274,401.7862335146268,393.3071105732646,400.07855224609375,5,2022
2022-05-27,402.64497874352287,410.0185622686172,402.4376977153373,409.9001159667969,5,2022
2022-05-31,408.21218187494867,411.0846253019533,404.73762634874663,407.6001892089844,5,2022
2022-06-01,409.8113086007847,410.8674749449809,401.6776438898498,404.3033142089844,6,2022
2022-06-02,404.1355246517717,412.0519976170431,401.7862391003975,412.0026550292969,6,2022
2022-06-03,407.07700571465267,408.6958521314683,404.2243236002868,405.24102783203125,6,2022
2022-06-06,409.42631210731685,411.23267850804416,405.2508991090944,406.47491455078125,6,2022
2022-06-07,402.83255890895333,410.8477472511832,402.3488629754186,410.3739318847656,6,2022
2022-06-08,408.5872747496361,410.4528944150534,405.08310770837585,405.9122619628906,6,2022
2022-06-09,404.05654107375125,406.4255576396553,396.2585144042969,396.2585144042969,6,2022
2022-06-10,389.7831548634039,390.67153223372327,384.719364691803,384.7687072753906,6,2022
2022-06-13,374.9471651026979,376.88185834450024,368.4816898955157,370.1597595214844,6,2022
2022-06-14,371.98591988528545,373.0618473998267,365.8067094475994,369.04437255859375,6,2022
2022-06-15,372.4892650216045,378.9448593365752,367.3169092157701,374.3055419921875,6,2022
2022-06-16,365.72773508574454,366.1521777277029,359.3807059716223,361.91754150390625,6,2022
2022-06-17,362.3508032583961,366.18734891201075,359.03967545456163,362.69775390625,6,2022
2022-06-21,368.6756485505973,373.2755277926528,368.59632307443155,371.8281555175781,6,2022
2022-06-22,367.41658836944055,375.4465831013339,366.98038903312414,371.1540222167969,6,2022
2022-06-23,373.3845878448163,375.5556311019528,369.6670003608496,374.79229736328125,6,2022
2022-06-24,378.1034357278893,386.71832778913887,378.0736962373248,386.7084045410156,6,2022
2022-06-27,387.6700217121338,387.97733986587934,384.09123858131414,385.2312927246094,6,2022
2022-06-28,386.85710722213247,389.76177487665194,377.2409358442654,377.3598937988281,6,2022
2022-06-29,377.9349343097723,378.9659235187039,375.14922433911676,377.0526123046875,6,2022
2022-06-30,372.98800845346443,377.36981806578456,369.3398233192687,373.9892883300781,6,2022
2022-07-01,373.3052519120649,378.4008395358355,370.5690979192976,377.9447937011719,7,2022
2022-07-05,372.6311343465675,378.6784158309408,369.67688070238415,378.6585693359375,7,2022
2022-07-06,378.80727785353326,382.5347885667345,376.31899321593943,379.93743896484375,7,2022
2022-07-07,381.79126228184083,386.4605435598066,379.9572464570447,385.6278076171875,7,2022
2022-07-08,383.922684377507,387.2635817483966,382.32661467028646,385.31060791015625,7,2022
2022-07-11,382.51495895275804,383.52613181663065,380.18526483845017,380.9089660644531,7,2022
2022-07-12,380.333963020731,382.82227782997995,375.7142375191078,377.538330078125,7,2022
2022-07-13,371.85789253258423,378.618952274985,371.42169317799033,375.5556335449219,7,2022
2022-07-14,370.3807335718857,375.7737160238534,367.8329700424645,374.6435852050781,7,2022
2022-07-15,379.24349128280454,381.9201664587946,377.250884899955,381.80120849609375,7,2022
2022-07-18,385.0230975899135,385.72695233490487,377.36982310095027,378.648681640625,7,2022
2022-07-19,382.7429555873449,389.4742755970141,382.0589473440198,388.87945556640625,7,2022
2022-07-20,389.07774095504504,392.83499108441043,387.6501849759142,391.35784912109375,7,2022
2022-07-21,390.75312320733804,395.39266485960735,388.24499220587677,395.3431091308594,7,2022
2022-07-22,395.4719921034663,396.7210808592612,389.35530850916655,391.6750793457031,7,2022
2022-07-25,392.3294074010584,393.04318542315946,389.81135295450673,392.1509704589844,7,2022
2022-07-26,390.43589752535314,390.653997197455,386.579535907402,387.51141357421875,7,2022
2022-07-27,390.95141419374966,399.3977926510648,390.64409603665825,397.5736999511719,7,2022
2022-07-28,398.41631734890404,403.2838516175457,394.7086231029917,402.5601806640625,7,2022
2022-07-29,404.0571296610239,409.4600354992382,403.25413319569134,408.42901611328125,7,2022
2022-08-01,405.61355059078574,409.83673942706304,404.87003313390886,407.21954345703125,8,2022
2022-08-02,405.5838557205477,409.43032462787863,403.30374737014733,404.53302001953125,8,2022
2022-08-03,406.753613117153,412.08711662623944,406.4562182297258,410.8677673339844,8,2022
2022-08-04,410.7884631448929,411.5022411655033,408.8751520111056,410.5902099609375,8,2022
2022-08-05,406.1191737725784,410.57035550360075,406.0596947931646,409.896240234375,8,2022
2022-08-08,411.6608553841111,414.01036584093845,408.2704022761369,409.4203796386719,8,2022
2022-08-09,408.6570616733858,409.1824795162769,406.6743482656752,407.7945861816406,8,2022
2022-08-10,415.16033022445816,416.5085909794817,413.1181379775021,416.35986328125,8,2022
2022-08-11,419.33393318502726,421.27701397156693,415.5866063164201,416.35986328125,8,2022
2022-08-12,418.3822314439704,423.51745145398235,417.39087482796174,423.4084167480469,8,2022
2022-08-15,421.09855317562204,425.6984625517711,421.03907419694804,425.1531982421875,8,2022
2022-08-16,424.03298811575416,427.9984146906906,423.19032891781944,425.9859619140625,8,2022
2022-08-17,422.2287165475572,425.78768330843315,420.8705627708607,422.9623107910156,8,2022
2022-08-18,423.1704630156006,424.90533706257264,421.8222325637789,424.19158935546875,8,2022
2022-08-19,421.3067516901903,421.5843303365577,417.5792410785681,418.4913024902344,8,2022
2022-08-22,413.44525342503044,413.6237206039764,408.8354513360032,409.7772521972656,8,2022
2022-08-23,409.3311838017279,411.82942209956775,408.21094586706874,408.78594970703125,8,2022
2022-08-24,408.5479991562329,411.5220692856502,407.83425136882636,410.09454345703125,8,2022
2022-08-25,411.6509512001815,415.93361945475556,410.5108970327229,415.8840637207031,8,2022
2022-08-26,415.7650813147463,416.33013161418916,401.74728371642374,401.8067626953125,8,2022
2022-08-29,398.7236872476943,402.3322099978932,397.73233052182115,399.14996337890625,8,2022
2022-08-30,400.35939353036105,400.6072326955707,392.5772376920185,394.76812744140625,8,2022
2022-08-31,396.47325682031857,397.77193160839175,391.62553854545234,391.7643127441406,8,2022
2022-09-01,389.49413401443775,393.3504957031784,386.6687614729188,392.9936218261719,9,2022
2022-09-02,396.82021641821564,398.0891516489657,386.95620620186946,388.8497009277344,9,2022
2022-09-06,389.73204828356245,390.7134816949824,385.06276688965596,387.3825378417969,9,2022
2022-09-07,387.05538028079843,395.1448543985136,386.8273876074407,394.34185791015625,9,2022
2022-09-08,391.9725126536359,397.3952043787977,390.7134703704718,396.91937255859375,9,2022
2022-09-09,399.25894957781696,403.9877399480115,398.9813709384569,403.0856018066406,9,2022
2022-09-12,405.2467731797951,408.1712874204879,404.9295317885314,407.4178466796875,9,2022
2022-09-13,398.3568251255066,399.61586742006455,388.53250745173204,389.7023010253906,9,2022
2022-09-14,391.0604498525724,392.77550770860654,387.73939910144895,391.1893310546875,9,2022
2022-09-15,389.5635268369247,392.53759698636475,385.4196630229516,386.7480773925781,9,2022
2022-09-16,382.384115236615,384.4844558703755,380.3633651793725,383.797607421875,9,2022
2022-09-19,380.5126992437528,386.77392578125,380.43304791203036,386.77392578125,9,2022
2022-09-20,383.2998874112192,384.3550397184991,379.4575460617059,382.3343200683594,9,2022
2022-09-21,384.3450588251849,387.5304436290326,375.6549834992403,375.6649475097656,9,2022
2022-09-22,374.85862771660646,376.5707667581217,371.7329965510745,372.5094299316406,9,2022
2022-09-23,368.88604956346785,368.92587522761534,361.6293943382755,366.2680969238281,9,2022
2022-09-26,364.7351212030922,368.51773902025434,361.37056652860656,362.64471435546875,9,2022
2022-09-27,366.3377688945749,368.7068947702222,359.22045763474927,361.718994140625,9,2022
2022-09-28,362.7144214771181,370.5982020931534,360.94255908398185,368.8363037109375,9,2022
2022-09-29,365.1332968597965,365.4319133985861,358.0558114877513,361.1316833496094,9,2022
2022-09-30,360.14617909807123,364.237407846676,355.4079579908026,355.54730224609375,9,2022
2022-10-03,359.42948305237974,366.8653387547301,357.5680357186138,364.9342041015625,10,2022
2022-10-04,370.69773254577285,376.2721407059211,364.89439517055285,376.2422790527344,10,2022
2022-10-05,371.68323356891744,377.7254642624852,369.25438447879964,375.3663024902344,10,2022
2022-10-06,373.90303124428647,376.9888671796676,370.97646759219856,371.4941101074219,10,2022
2022-10-07,367.28342707332547,371.58368750038346,359.2901336855234,361.1316833496094,10,2022
2022-10-10,362.29632120469824,362.54517844842735,356.035094824693,358.37432861328125,10,2022
2022-10-11,356.60248135423825,361.3705948518676,354.084047156174,356.1047668457031,10,2022
2022-10-12,356.53280167556227,358.1752533733782,354.67132401475124,354.9301452636719,10,2022
2022-10-13,347.61375002026733,365.83011881275957,346.51877205272706,364.2971496582031,10,2022
2022-10-14,366.8653371885473,368.56754261081625,355.32831899468755,355.9952697753906,10,2022
2022-10-17,362.34612691623795,366.29798133667197,355.64687868246034,365.1432800292969,10,2022
2022-10-18,373.4152791634641,373.7338237286871,365.8400488080537,369.4335632324219,10,2022
2022-10-19,367.3033327587869,370.1502754626015,363.87905460797765,366.8155822753906,10,2022
2022-10-20,366.34773470314127,370.966539857837,362.9433541470438,363.7397155761719,10,2022
2022-10-21,363.45103470619944,373.0867802172935,361.87827023919857,372.5791320800781,10,2022
2022-10-24,374.1718245903625,378.3227465441237,371.40450278374504,377.13818359375,10,2022
2022-10-25,377.05853817420075,383.4890006460764,376.9390915614229,383.1605224609375,10,2022
2022-10-26,379.8756076715417,385.80835596744726,379.6068527793832,380.2737731933594,10,2022
2022-10-27,381.31897483479236,383.24014541587803,377.5960499079432,378.24310302734375,10,2022
2022-10-28,378.13359141206666,387.73947473027,377.944457480802,387.24176025390625,10,2022
2022-10-31,384.67357019288625,386.62460245095787,383.49897130942037,384.4446105957031,10,2022
2022-11-01,388.35666532083485,388.60552255845425,381.5379709344467,382.7623291015625,11,2022
2022-11-02,382.1451862599426,386.8535763566336,373.04698101474537,373.1564636230469,11,2022
2022-11-03,369.77200625886013,372.48953832391516,367.1042638699023,369.3141174316406,11,2022
2022-11-04,375.2767224632481,377.13816978049056,368.3087196588907,374.62969970703125,11,2022
2022-11-07,375.9834752416296,378.830417949137,373.8134473345468,378.2132568359375,11,2022
2022-11-08,379.3679293462256,383.35960933340823,375.99344085295155,380.2538757324219,11,2022
2022-11-09,378.1933369538667,379.39782792969993,371.9022183120203,372.41986083984375,11,2022
2022-11-10,386.27620128763584,393.2342704743993,383.8772441925221,392.8858642578125,11,2022
2022-11-11,393.78174951750435,397.52457223146916,391.8107891861561,396.68841552734375,11,2022
2022-11-14,394.8468729829889,398.3507721463811,393.0252208911239,393.31390380859375,11,2022
2022-11-15,399.3163323012212,400.4710335722102,392.6867715984172,396.6684875488281,11,2022
2022-11-16,394.9663021721156,395.96173113372464,392.98540825949954,393.64239501953125,11,2022
2022-11-17,388.67517653947107,393.14467315019374,388.35666236508376,392.4378967285156,11,2022
2022-11-18,395.9219015641993,395.991588881564,391.243403717632,394.2197265625,11,2022
2022-11-21,392.83610559360795,394.0107044943196,390.8651452854025,392.78631591796875,11,2022
2022-11-22,394.8170101000692,398.24128829872495,393.3437642403416,398.0720520019531,11,2022
2022-11-23,397.723629252752,401.0881840017332,397.4847360230761,400.5805358886719,11,2022
2022-11-25,399.9932217792028,401.068302111132,399.70456924136755,400.4909362792969,11,2022
2022-11-28,397.26573754420303,398.97787655993784,393.30391937179513,394.10028076171875,11,2022
2022-11-29,394.2396295430841,395.4839157496689,391.5021998885976,393.42340087890625,11,2022
2022-11-30,393.6821859472367,405.81646728515625,391.6813944136489,405.81646728515625,11,2022
2022-12-01,406.90148323485226,408.1258717863203,402.8998697695443,405.5178527832031,12,2022
2022-12-02,400.4113155220257,405.99565763434,400.30183291343076,405.0500183105469,12,2022
2022-12-05,402.10354435530064,403.0790453033768,396.3499661270782,397.7634582519531,12,2022
2022-12-06,397.59425993441664,398.1616313704928,389.8498236193724,392.02978515625,12,2022
2022-12-07,391.143858417334,393.83152876362203,390.178291109913,391.36285400390625,12,2022
2022-12-08,393.33382438974166,395.54364757727745,391.4723466670067,394.42877197265625,12,2022
2022-12-09,393.1347155220997,395.80245784164583,391.35288917951647,391.4822998046875,12,2022
2022-12-12,392.30850081163413,397.12640380859375,391.6117187523316,397.12640380859375,12,2022
2022-12-13,408.34488817891616,408.6136430745071,397.24586083430376,400.1325988769531,12,2022
2022-12-14,399.77423042822,403.6464638615403,394.4984688224465,397.5743408203125,12,2022
2022-12-15,392.4976353565285,393.4433050404327,386.1169623161622,387.8489990234375,12,2022
2022-12-16,385.17999267578125,386.5799865722656,381.0400085449219,383.2699890136719,12,2022
2022-12-19,383.4700012207031,383.82000732421875,378.2799987792969,380.0199890136719,12,2022
2022-12-20,379.2300109863281,382.2300109863281,377.8500061035156,380.5400085449219,12,2022
2022-12-21,383.25,387.4100036621094,382.69000244140625,386.2300109863281,12,2022
2022-12-22,383.04998779296875,386.2099914550781,374.7699890136719,380.7200012207031,12,2022
2022-12-23,379.6499938964844,383.05999755859375,378.0299987792969,382.9100036621094,12,2022
2022-12-27,382.7900085449219,383.1499938964844,379.6499938964844,381.3999938964844,12,2022
2022-12-28,381.3299865722656,383.3900146484375,376.4200134277344,376.6600036621094,12,2022
2022-12-29,379.6300048828125,384.3500061035156,379.0799865722656,383.44000244140625,12,2022
2022-12-30,380.6400146484375,382.5799865722656,378.42999267578125,382.42999267578125,12,2022
2023-01-03,384.3699951171875,386.42999267578125,377.8299865722656,380.82000732421875,1,2023
2023-01-04,383.17999267578125,385.8800048828125,380.0,383.760009765625,1,2023
2023-01-05,381.7200012207031,381.8399963378906,378.760009765625,379.3800048828125,1,2023
2023-01-06,382.6099853515625,389.25,379.4100036621094,388.0799865722656,1,2023
2023-01-09,390.3699951171875,393.70001220703125,387.6700134277344,387.8599853515625,1,2023
2023-01-10,387.25,390.6499938964844,386.2699890136719,390.5799865722656,1,2023
2023-01-11,392.2300109863281,395.6000061035156,391.3800048828125,395.5199890136719,1,2023
2023-01-12,396.6700134277344,398.489990234375,392.4200134277344,396.9599914550781,1,2023
2023-01-13,393.6199951171875,399.1000061035156,393.3399963378906,398.5,1,2023
2023-01-17,398.4800109863281,400.2300109863281,397.05999755859375,397.7699890136719,1,2023
2023-01-18,399.010009765625,400.1199951171875,391.2799987792969,391.489990234375,1,2023
2023-01-19,389.3599853515625,391.0799865722656,387.260009765625,388.6400146484375,1,2023
2023-01-20,390.1000061035156,396.0400085449219,388.3800048828125,395.8800048828125,1,2023
2023-01-23,396.7200012207031,402.6499938964844,395.7200012207031,400.6300048828125,1,2023
2023-01-24,398.8800048828125,401.1499938964844,397.6400146484375,400.20001220703125,1,2023
2023-01-25,395.95001220703125,400.70001220703125,393.55999755859375,400.3500061035156,1,2023
2023-01-26,403.1300048828125,404.9200134277344,400.0299987792969,404.75,1,2023
2023-01-27,403.6600036621094,408.1600036621094,403.44000244140625,405.67999267578125,1,2023
2023-01-30,402.79998779296875,405.1300048828125,400.2799987792969,400.5899963378906,1,2023
2023-01-31,401.1300048828125,406.5299987792969,400.7699890136719,406.4800109863281,1,2023
2023-02-01,405.2099914550781,413.6700134277344,402.3500061035156,410.79998779296875,2,2023
2023-02-02,414.8599853515625,418.30999755859375,412.8800048828125,416.7799987792969,2,2023
2023-02-03,411.5899963378906,416.9700012207031,411.0899963378906,412.3500061035156,2,2023
2023-02-06,409.7900085449219,411.2900085449219,408.1000061035156,409.8299865722656,2,2023
2023-02-07,408.8699951171875,416.489990234375,407.57000732421875,415.19000244140625,2,2023
2023-02-08,413.1300048828125,414.5299987792969,409.92999267578125,410.6499938964844,2,2023
2023-02-09,414.4100036621094,414.57000732421875,405.80999755859375,407.0899963378906,2,2023
2023-02-10,405.8599853515625,408.44000244140625,405.010009765625,408.0400085449219,2,2023
2023-02-13,408.7200012207031,411.0398864746094,408.239990234375,410.94000244140625,2,2023
